id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1920609,Castle View,9956038,Lynne,,"Old Town, Princes Street and Leith Street",55.94655,-3.19972,Entire home/apt,92,3,433,2025-02-27,3.22,5,181,36,EH-70280-F
1933587,Serenity Single Room in the Dell,7407689,Anne-Marie,,Colinton and Kingsknowe,55.91003,-3.25587,Private room,41,2,159,2025-01-01,1.20,3,181,32,
1935248,Edinburgh Palace Apartment near Royal Mile,10014078,Lynn,,Abbeyhill,55.95438,-3.16924,Entire home/apt,101,1,44,2025-03-03,0.67,2,0,4,EH-71025-P
1949182,Royal Mile Apartment Edinburgh,10078285,Click And Rent Edinburgh,,"Old Town, Princes Street and Leith Street",55.95062,-3.18655,Entire home/apt,108,2,620,2025-02-21,4.52,15,258,44,
1965597,Shaftesbury Park - Your home from home,10153319,Anke-Beate,,Shandon,55.93312,-3.22896,Entire home/apt,97,3,614,2025-03-03,4.55,1,144,59,EH-68731-F
1972893,Incredibly central 18th c 3bdr flat,10186927,Gordon,,"Old Town, Princes Street and Leith Street",55.95395,-3.18676,Entire home/apt,180,2,105,2025-03-02,0.78,1,170,54,
1979357,Spacious Canalside Apartment,10215306,Yana,,Polwarth,55.938431,-3.218362,Entire home/apt,88,7,335,2025-02-11,2.45,1,44,38,
1998782,Large Duplex Flat with Roof Balcony,10273399,David,,Great Junction Street,55.97229,-3.17317,Entire home/apt,200,2,39,2024-08-14,0.29,3,0,2,211244/230/04050
2007129,Stylish & Spacious Grassmarket 2bed/2bath,9426429,Tony,,"Old Town, Princes Street and Leith Street",55.94804,-3.194116,Entire home/apt,175,3,523,2025-02-12,3.84,1,20,56,
2010234,"Cosy Edinburgh cottage, near Portobello beach",10344877,Fiona,,Duddingston and Portobello South,55.94478,-3.11744,Entire home/apt,179,3,47,2024-12-16,0.36,1,253,8,
2081006,Quartermile Luxury Apartment,6200921,Edward,,Meadows and Southside,55.943977,-3.192575,Entire home/apt,101,2,186,2025-03-05,1.42,29,292,65,EH-67980-F
2101269,Victorian self contained apartment,7214862,David,,"Blackford, West Mains and Mayfield Road",55.92839,-3.17131,Entire home/apt,150,7,70,2024-07-26,0.51,1,189,7,
2125719,Murrayfield Indaba,8088947,Anthony James Torrance,,Balgreen and Roseburn,55.94446,-3.24576,Entire home/apt,150,2,0,,,1,275,0,
2129337,"Charming room in Stockbridge, close to city center",5008572,Abi,,Stockbridge,55.95871,-3.21717,Private room,99,2,122,2024-10-28,0.90,1,50,15,
2130644,Charming stone house,6583131,Daphne,,Newington and Dalkeith Road,55.93423,-3.17081,Private room,,1,130,2024-12-15,0.95,2,0,13,
2154598,Stylish Apartment near Royal Mile with Netflix!,3383535,Mario,,Abbeyhill,55.95501,-3.16758,Entire home/apt,136,1,428,2024-04-28,3.19,3,89,1,EH-73590-P
2164211,Delightful Georgian Pied-à-Terre in Central New Town,11042962,Weng & Martin,,Stockbridge,55.95432,-3.21004,Entire home/apt,162,5,175,2025-02-19,1.31,1,151,27,EH-66108-R
2186058,fabulous double en suite annexe,5021059,Kim,,Great Junction Street,55.97224,-3.17473,Private room,84,2,65,2024-12-15,0.50,2,155,24,
2213879,"Large, sunny Edinburgh Apartment",4321390,Les,,New Town West,55.95552,-3.19359,Entire home/apt,400,20,24,2018-08-21,0.18,1,87,0,
2214080,Super 2 bedroom 2 bathroom cityflat,236828,Francois,,Deans Village,55.9517936706543,-3.221411943435669,Entire home/apt,102,3,92,2025-02-22,0.84,14,0,39,
2214202,Royal Mile Old Town Edinb'gh Castle,11294137,Paul,,"Old Town, Princes Street and Leith Street",55.95028,-3.193,Entire home/apt,289,3,369,2025-02-21,2.73,7,0,38,
2214683,Spacious City Centre Apartment,236828,Francois,,New Town West,55.95679,-3.20121,Entire home/apt,186,3,59,2025-02-09,0.45,14,41,33,
2220535,Royal Mile near Edinburgh Castle,11294137,Paul,,"Old Town, Princes Street and Leith Street",55.94938,-3.19256,Entire home/apt,268,3,390,2025-02-23,2.89,7,260,52,
2220578,Stately Georgian Family Townhouse with Castle Views,3810279,Frederika And Agnes,,Deans Village,55.95301,-3.20368,Entire home/apt,896,2,130,2025-02-16,1.09,2,0,13,
2255294,"Beautiful, Spacious, en-suite, twin room",11517033,Rose,,Moredun and Craigour,55.91167,-3.1424,Private room,151,2,92,2024-08-26,0.71,3,124,18,
2269972,Stunning 2 bedroom apartement,11592257,Heather,,Meadowbank and Abbeyhill North,55.95516,-3.15984,Entire home/apt,350,5,107,2024-09-22,0.82,1,230,13,
2295392,Dovecot Mews Apartment,11724626,Kirsty,,Corstorphine,55.93791,-3.28118,Entire home/apt,149,2,222,2025-01-04,2.11,1,256,32,
2377895,Fantastic Loft Style Apartment,7668608,Georgy,,Pilrig,55.96517,-3.17967,Entire home/apt,148,12,93,2024-08-07,0.69,1,28,9,
2386004,Stunning Castle View Apartment in The Old Town,12144248,Aileen,,"Old Town, Princes Street and Leith Street",55.9468788,-3.1972049,Entire home/apt,139,2,786,2025-03-01,5.97,3,29,79,EH-69315-F
2462829,"Under the Castle, Grassmarket",9956038,Lynne,,"Old Town, Princes Street and Leith Street",55.94661,-3.19937,Entire home/apt,104,3,410,2025-02-23,3.07,5,166,51,EH-68563-F
2469735,"Rose St 3, city centre, 2 mins to Princes St",9956038,Lynne,,"Old Town, Princes Street and Leith Street",55.9521,-3.20062,Entire home/apt,100,3,382,2025-02-16,2.89,5,198,40,EH-68499-F
2472871,"Rose St 4, City Centre, 3 mins Princes St and tram",9956038,Lynne,,"Old Town, Princes Street and Leith Street",55.95211,-3.20062,Entire home/apt,87,3,332,2025-01-02,2.51,5,193,27,EH-68500-P
2477721,"Beautiful, Spacious, Twin Room",11517033,Rose,,Moredun and Craigour,55.91178,-3.14247,Private room,151,2,99,2024-08-21,0.75,3,116,9,
2512394,Fabulous Festival Detached Home -free parking,5426034,Corinne,,Merchiston and Greenhill,55.93422,-3.20645,Entire home/apt,,3,20,2024-06-09,0.15,1,0,2,
2515153,"V Central Holiday Flat, castle view",3098393,Lorraine,,"Old Town, Princes Street and Leith Street",55.94655,-3.19972,Entire home/apt,254,3,38,2024-08-22,0.29,2,16,2,
2541266,Lovely ensuite room in Georgian flat nr Botanics,13013412,Mhairi,,"Inverleith, Goldenacre and Warriston",55.96942,-3.20774,Private room,57,2,370,2025-02-24,2.81,1,60,37,
2634585,Lovely Victorian spacious flat close to centre,13490569,Julie,,Meadowbank and Abbeyhill North,55.95807,-3.17055,Entire home/apt,173,3,260,2024-10-06,1.96,1,30,34,Short Term Let Licence EH-70597-F
2647950,Greenhill Garden Studio,13319580,Amanda,,Merchiston and Greenhill,55.93402,-3.20438,Entire home/apt,133,3,346,2025-01-01,2.61,1,232,44,EH-70752-F
2677496,"Abbey , Nice Edinburgh CityCenter Apartment",8047634,Uwe,,Meadowbank and Abbeyhill North,55.95775,-3.16658,Entire home/apt,110,1,180,2024-09-12,1.42,3,84,7,
2698217,Small Central Flat Near Royal Mile,13808935,Helen,,"Canongate, Southside and Dumbiedykes",55.9482,-3.17826,Entire home/apt,,3,465,2025-01-01,3.51,1,0,39,
2716000,Castle View Apartment - great reviews,13396313,David,,"Old Town, Princes Street and Leith Street",55.9467,-3.19951,Entire home/apt,103,2,972,2025-02-19,7.44,3,79,95,
2825280,Beautiful City Centre Apt With Park View,14453668,Graeme,,Hillside and Calton Hill,55.95992,-3.17598,Private room,75,2,114,2023-09-22,1.05,3,11,0,
2832508,"Bethlehem way, Edinburgh , Scotland",14490818,Ross,,Restalrig and Lochend,55.963543,-3.160723,Entire home/apt,112,3,197,2024-12-30,1.53,1,211,46,
2840524,Beautiful city centre apartment,14528179,Veronique,,New Town West,55.95645,-3.19751,Entire home/apt,143,5,426,2025-02-15,3.36,2,88,44,EH-67681-F
2852317,Light spacious room in residential crescent,14584317,Sue,,Deans Village,55.94804,-3.22125,Private room,57,3,191,2025-03-03,2.28,1,101,35,EH-64050-F
2874574,"Lovely room in central, historic flat.",13894819,Maia,,Marchmont East and Sciennes,55.93845,-3.19487,Private room,85,3,192,2025-01-01,2.07,1,125,26,
2877843,Lovely apart in Grange nr Marchmont & Morningside,281109,Rona,,The Grange,55.9281,-3.19216,Entire home/apt,176,4,63,2025-01-02,0.52,2,37,15,
2949660,Modern 2 Bedroom Apt & Free Parking,15018452,Angus,,"Gracemount, Southhouse and Burdiehouse",55.90609,-3.16339,Entire home/apt,95,4,7,2020-01-02,0.05,1,63,0,
3001225,LUXURY EDINBURGH APARTMENT,11090178,Kate,,Canonmills and New Town North,55.95792,-3.19499,Entire home/apt,647,2,86,2025-03-02,0.68,1,23,13,
3029710,Garden Flat in Edinburgh,9643510,Katie,,Leith (Hermitage and Prospect Bank),55.96812,-3.16049,Entire home/apt,225,7,17,2017-08-27,0.13,2,315,0,
3034518,Nice Central Flat Walk to Princes StreetRoyal MIle,15456539,Bryan,,Meadowbank and Abbeyhill North,55.95786,-3.16803,Entire home/apt,90,2,176,2025-02-14,1.49,1,31,16,
3049374,Fabulous 4 Bedroom Festival  Meadows Flat,15524357,Vicki,,Marchmont East and Sciennes,55.93897,-3.19253,Entire home/apt,450,4,16,2024-08-17,0.14,2,16,3,
3059242,Oxford Apartment,15332665,Mohammed Shahzad,,Newington and Dalkeith Road,55.93988983212844,-3.177468558196374,Entire home/apt,206,4,73,2024-12-27,0.56,1,38,27,
3088183,Elegant New Town Georgian city centre flat,3967512,Keith,,New Town West,55.95598867164359,-3.193561029595992,Entire home/apt,157,3,436,2025-02-10,3.36,4,236,64,
3100828,Royal Mile apartment - Old Tolbooth,10763940,Gary,,"Canongate, Southside and Dumbiedykes",55.95117,-3.1799,Entire home/apt,146,3,533,2025-02-19,4.06,1,206,69,
3110261,Comfortable convenient room,6583131,Daphne,,Newington and Dalkeith Road,55.93296,-3.17084,Private room,,1,130,2025-02-09,1.01,2,0,34,
3110346,Spacious and comfortable Edinburgh flat,15808052,Duncan,,Great Junction Street,55.97355,-3.17628,Entire home/apt,261,2,476,2025-02-04,3.67,1,77,53,
3134517,Spacious Edinburgh apartment - perfect location,15916905,Martin,,Stockbridge,55.95871,-3.21772,Entire home/apt,118,2,303,2025-02-16,2.32,1,69,34,
3152178,"Broompark, Liberton",4048288,Martin,,Liberton West and Braid Hills,55.9082,-3.18477,Entire home/apt,240,5,12,2024-09-05,0.09,10,76,6,EH-69740-F
3205745,"Modern,Spacious City Apartment Free Parking & WiFi",16243252,Slawomir,,Meadowbank and Abbeyhill North,55.95836,-3.16189,Entire home/apt,172,3,286,2025-02-23,2.24,2,51,46,EH-69628-F
3211869,MODERN 3 BED - CITY-CENTRE sleeps 7,16271752,Paul,,Abbeyhill,55.95408,-3.16664,Entire home/apt,212,2,369,2025-02-21,2.89,3,155,59,
3215597,Airy Apartment in Converted Warehouse,168477,Katie,,"Old Town, Princes Street and Leith Street",55.94925,-3.18765,Entire home/apt,131,3,215,2025-02-10,1.65,1,33,49,EH-69766-F
3230067,Shortbread Stay,10360329,Jenny,,Great Junction Street,55.96992,-3.17834,Private room,68,2,295,2025-01-03,2.27,1,0,48,
3245407,"City Haven Apartment ,Free parking",1297674,Michael,,Broughton North and Powderhall,55.96477,-3.19713,Entire home/apt,77,2,58,2025-02-16,0.45,1,336,8,
3267032,Basic Private room (x4),15823528,Gianluca,,Slateford and Chesser,55.933128356933594,-3.2409133911132812,Private room,,1,176,2024-09-01,1.36,2,0,6,
3275122,1 Bed 1 Bath ROYAL MILE RESIDENCE,2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95041,-3.18792,Entire home/apt,92,5,69,2025-02-07,0.56,13,299,19,
3311256,Large room with 2 double beds + offstreet parking,16302327,Karen,,Drylaw,55.96209,-3.25193,Private room,58,2,329,2025-02-02,2.53,1,92,42,EH-76395-F
3314492,Cosy Double in Stockbridge,16736517,Isabel,,Comely Bank,55.95755,-3.21673,Private room,86,1,509,2025-02-26,3.99,1,79,56,101002070033
3332451,City Centre Main Door Apartment Gr8 Reviews,16823864,Paul,,Hillside and Calton Hill,55.96123,-3.1816,Entire home/apt,218,3,110,2024-09-15,0.85,2,44,17,
3352690,Cosy Top Floor Home by St Mark's Park / Broughton,13135752,Pier Luigi,,Broughton North and Powderhall,55.96563,-3.19004,Entire home/apt,86,3,282,2025-02-16,2.19,10,58,28,EH-69936-F
3388434,Have a beautiful park view and walk everywhere,17095934,Margaret,,Marchmont East and Sciennes,55.93872,-3.18538,Private room,74,3,177,2025-02-02,1.49,1,49,32,EH-69179-F
3393747,Half a mile from Holyrood Palace & Royal Mile!,1942840,Yvonne,,Hillside and Calton Hill,55.96136,-3.17344,Entire home/apt,127,4,409,2024-12-12,3.17,3,155,16,101002084764
3396973,Central New Town Apartment - Licence EH-69656-F,6984348,Mel & Scott,,"Old Town, Princes Street and Leith Street",55.95609,-3.19132,Entire home/apt,238,2,198,2024-12-02,1.53,1,53,10,EH-69656-F
3399241,Top Royal Mile Old Town 2 Bedroom,11294137,Paul,,"Old Town, Princes Street and Leith Street",55.95034,-3.19382,Entire home/apt,213,3,333,2025-02-10,2.69,7,302,41,
3421514,"Peaceful Room, Relaxing home, Garden and Sea Views",17246644,Courtney,,Trinity,55.97872,-3.21236,Private room,60,1,317,2024-12-10,2.46,1,45,43,
3428477,The Castle Esplanade Residence,646220,Reserve,,"Old Town, Princes Street and Leith Street",55.94801,-3.19503,Entire home/apt,175,1,90,2025-01-26,0.80,46,187,15,
3444178,Stylish New Town Home,369516,Flure,,New Town West,55.95645,-3.19993,Entire home/apt,527,3,62,2025-01-02,0.48,1,215,14,
3472461,City Studio in Trendy New Town,17493242,Andrew,,Canonmills and New Town North,55.95862,-3.19999,Entire home/apt,94,2,169,2025-03-05,1.31,1,66,63,EH-70264-F
3477394,Sunny flat by the Shore,17514940,Jon,,The Shore and Constitution Street,55.9776,-3.1678,Entire home/apt,52,4,58,2021-08-24,0.45,1,0,0,
3486825,Classic West End New Town 2Bed Flat,17557637,Paul,,Deans Village,55.9458,-3.22023,Entire home/apt,199,3,186,2025-01-03,1.44,1,23,24,EH-78261-N
3496863,City retreat mews edinburgh Centre,6748379,City Retreat,,"Old Town, Princes Street and Leith Street",55.95656,-3.19207,Entire home/apt,381,2,163,2025-02-09,1.29,8,298,39,
3502135,"Elegant apartment, Stockbridge",17633392,David,,Stockbridge,55.95843,-3.21154,Entire home/apt,150,2,213,2024-12-03,1.67,3,73,22,EH-70649-F
3504912,"Chic apartment, Stockbridge",17633392,David,,New Town West,55.9574,-3.20699,Entire home/apt,157,2,304,2025-02-10,2.43,3,0,42,EH-70357-F
3505149,"Big and Beautiful apartment, Leith",17633392,David,,South Leith,55.97148,-3.16797,Entire home/apt,250,2,146,2024-12-01,1.14,3,55,8,EH-70658-F
3515307,Royal Mile by Castle in Old Town,11294137,Paul,,"Old Town, Princes Street and Leith Street",55.94864,-3.19312,Entire home/apt,293,3,280,2025-02-10,2.18,7,271,42,
3562412,"Characterful flat, Edinburgh centre",17935105,Stephen,,New Town West,55.95729,-3.20422,Entire home/apt,,2,503,2024-09-07,3.90,1,0,13,
3599607,The Coates Gardens Residence,646220,Reserve,,Deans Village,55.94878,-3.22041,Entire home/apt,154,1,14,2024-08-11,0.17,46,92,1,
3601764,Charming Georgian flat in great location,18146785,Chris,,Canonmills and New Town North,55.961578369140625,-3.201414108276367,Private room,105,2,323,2024-12-31,2.77,1,100,64,
3604022,Georgian Gem,8238902,Stephanie,,Stockbridge,55.95437,-3.21329,Entire home/apt,289,2,84,2024-12-30,0.65,1,125,22,EH -70227- F
3613425,Auld Pottery-Charming & Central Licence EH-68325-F,3028848,Henry,,Dalry and Fountainbridge,55.94398,-3.21151,Entire home/apt,79,2,219,2025-02-16,1.79,1,87,9,
3621547,Five Bedroom City Centre Flat,16107719,Moira,,Meadows and Southside,55.94409,-3.19841,Entire home/apt,250,2,154,2023-09-25,1.20,2,220,0,
3622386,Cosy bright double rm near centre,18248157,Alistair,,Abbeyhill,55.95658,-3.16955,Private room,58,2,178,2025-03-03,1.38,1,78,26,
3636360,Super Edinburgh Family Home,18337780,Lincoln & Sheena,,Marchmont West,55.93848,-3.20048,Entire home/apt,,7,6,2019-08-11,0.05,1,0,0,
3639902,Artists Mews House near City Centre,18370468,Fiona,,Stockbridge,55.9554,-3.21444,Entire home/apt,177,3,533,2025-01-10,4.14,2,0,53,
3642816,Spacious 2 Bed Trinity Flat,6125933,Andrew,,Trinity East and The Dudleys,55.97744,-3.19654,Entire home/apt,133,5,21,2023-08-23,0.16,1,67,0,
3649003,Kell's Place,4349278,Kelly,,Meadows and Southside,55.9435,-3.1841,Entire home/apt,90,3,639,2025-02-28,4.95,1,16,73,
3650472,Lovely Top Floor - 1 Bed Flat - Traditional style,15001796,Jamie,,Gorgie East,55.93744,-3.23264,Entire home/apt,,20,78,2024-09-19,0.61,1,0,2,
3669030,Top Royal Mile Lawnmarket Old Town,11294137,Paul,,"Old Town, Princes Street and Leith Street",55.9485,-3.19477,Entire home/apt,232,3,303,2025-01-30,2.35,7,204,44,
3676452,"Central & Spacious Edinburgh Flat, Sleeps 4",17470057,Amy And Eloi,,Abbeyhill,55.95722,-3.1709,Entire home/apt,123,3,105,2025-02-17,0.82,1,77,43,
3691787,Double ensuite room in quiet area near Old Town,4131318,Diego,,Marchmont West,55.936873759486105,-3.197955690515103,Private room,150,1,0,,,1,359,0,
3696580,Beautiful 2 bedroom apartment with parking space,15524357,Vicki,,The Grange,55.93462,-3.18195,Entire home/apt,194,2,187,2025-01-03,1.45,2,301,40,EH-68706-F
3707463,Prime flat in heart of Old Town.,5663384,Cluny,,"Old Town, Princes Street and Leith Street",55.9512,-3.18347,Entire home/apt,203,3,391,2025-01-02,3.03,1,0,23,
3720751,room with 4 poster bed,19003261,Duncan,,The Shore and Constitution Street,55.97601,-3.16813,Private room,45,2,251,2024-09-20,1.94,1,39,20,
3724162,"Twin beds, ensuite shower & breakfast.",15793128,Clarance,,The Grange,55.93336,-3.1863,Private room,,3,42,2024-09-12,0.40,3,0,7,
3728430,Stylish Very Comfy Apt with Parking & Super Host,19048456,Jane,,Newington and Dalkeith Road,55.93589,-3.17245,Entire home/apt,250,2,273,2024-11-25,2.12,1,0,26,
3736599,Royal Mile 4 Bed Luxury (incl Sauna & Jacuzzi),17979378,Tim,,"Old Town, Princes Street and Leith Street",55.95113,-3.18976,Entire home/apt,500,1,254,2025-02-24,2.30,2,112,33,Awaiting allocation from authority
3743460,Private room in stylish Bruntsfield flat,19146364,Christopher,,Bruntsfield,55.93886,-3.21137,Private room,83,2,101,2024-12-30,0.79,1,4,8,EH-69860-F
3755672,Castle view&Grassmarket Studio Flat,16978024,Dmitriy,,"Old Town, Princes Street and Leith Street",55.94655,-3.19972,Entire home/apt,94,2,319,2025-02-21,2.48,1,170,65,EH-68958-F
3773949,"Bright, clean flat close to Edinburgh city centre",18243423,R,,South Leith,55.96541,-3.17459,Entire home/apt,166,1,113,2025-01-02,0.88,1,31,11,EH-68534-F
3782658,"Heart of the Old Town, Bright and Homey 2-Bed",1436269,Med,,"Old Town, Princes Street and Leith Street",55.94911,-3.1933,Entire home/apt,119,2,133,2025-03-02,1.05,1,256,68,
3805744,Richmond Place [367],19173145,Anabel,,"Canongate, Southside and Dumbiedykes",55.94708121937847,-3.1837856375008133,Entire home/apt,130,1,216,2025-03-03,1.68,22,198,31,EH-70619-P
3876179,⭐CITY CENTRE ⭐PARKING ⭐15 MIN CASTLE ⭐8 MIN EICC ⭐,20028464,Lisa McKinney,,Tollcross,55.9422,-3.20564,Entire home/apt,81,5,53,2024-11-24,0.44,7,36,7,
3889668,Central apt. in historic Old Town Edinburgh,6687814,Charlotte,,"Old Town, Princes Street and Leith Street",55.94707,-3.18731,Entire home/apt,125,4,865,2025-03-05,6.74,2,45,58,EH-69896-F
3944489,Double bedroom with dedicated large bathroom,14931637,Murat,,Deans Village,55.95056,-3.20984,Private room,65,2,116,2025-03-06,0.93,1,9,37,
3957194,CoDE Pod Hostels - THE LoFT - 4 Pod Mixed Dorm,20509940,Ben,,"Old Town, Princes Street and Leith Street",55.95196,-3.2002,Hotel room,39,1,32,2025-02-14,0.25,3,353,2,
4012325,City centre private garden oasis. A hidden gem.,20802996,Irene,,Dalry and Fountainbridge,55.94407,-3.20968,Private room,,3,275,2024-08-25,2.16,1,0,20,
4013052,3 bedroom balcony flat,5013254,Cat,,Easter Road and Hawkhill Avenue,55.96092,-3.17251,Entire home/apt,175,2,242,2025-01-04,2.19,2,36,31,
4030882,Double Room in Spacious Flat,14549312,Iain,,Leith (Hermitage and Prospect Bank),55.96856,-3.15976,Private room,63,3,112,2025-01-02,0.91,1,197,29,
4035600,5 star Castle View Apartment Edinburgh City Centre,20923270,Anna Calder Urquhart,,Tollcross,55.94717,-3.2038,Entire home/apt,421,1,59,2024-12-17,0.50,8,252,15,EH-67336-P
4044460,A fabulous Town House (licence no: EH-70296-F),20970169,Belinda & Stephen,,Tollcross,55.94226,-3.20774,Entire home/apt,943,3,135,2024-12-30,1.09,3,246,17,
